config_id,class,config_json,input_kind,input_shapes,window_s,N_calls,t_per_call_ms,P_mean_W,P_delta_W,E_per_call_mJ,temp_start_C,temp_end_C,freq_start_MHz,freq_end_MHz,samples_used,SKIPPED,skip_reason,error
c000f8a61b6a18d8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 3, ""kernel_size"": [3, 3], ""out_channels"": 16, ""padding"": [1, 1], ""stride"": [2, 2]}",tensor,"[[1, 3, 480, 640]]",2.029,165,12.0326,4.311665,2.8403,34.176073,54.9,58.7,2400027136,2400030464,267,False,,
721d05975fd0a302,SiLU,"{""class"": ""SiLU""}",tensor,"[[1, 16, 240, 320]]",2.023,1017,1.9444,5.103359,3.631994,7.062231,58.2,60.9,2400020480,2400027136,370,False,,
5598c54d1a5113dd,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [2, 2]}",tensor,"[[1, 16, 240, 320]]",2.024,265,7.4733,4.117648,2.646283,19.776452,59.3,60.9,2400023808,2400027136,272,False,,
a06d1c13113d6cb6,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [1, 1], ""out_channels"": 32, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 32, 120, 160]]",2.024,389,5.0837,3.845043,2.373677,12.067099,58.7,58.7,2400020480,2400033792,332,False,,
766b4948e73bfddf,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 48, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 48, 120, 160]]",2.031,161,12.3346,4.513005,3.04164,37.517433,58.2,59.8,2400017408,2400030464,321,False,,
e934310951000623,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [3, 3], ""out_channels"": 8, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 16, 120, 160]]",2.025,1063,1.8643,4.476494,3.005129,5.602571,58.7,62.0,2400020480,2400023808,361,False,,
ffc6121a7de1ac0e,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 8, ""kernel_size"": [3, 3], ""out_channels"": 16, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 8, 120, 160]]",2.023,828,2.3893,4.143432,2.672067,6.384287,60.9,62.0,2400033792,2400023808,387,False,,
d33f342ed0013fe8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [2, 2]}",tensor,"[[1, 64, 60, 80]]",2.022,1071,1.8493,4.729976,3.258611,6.026298,61.5,63.1,2400027136,2400033792,358,False,,
8509c678becabfbf,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 64, 15, 20]]",2.024,23913,0.0826,4.881917,3.410552,0.281739,61.5,62.0,2400017408,2400017408,491,False,,
74724123eebe9ad5,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 96, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 96, 60, 80]]",2.025,391,5.0636,4.172098,2.700733,13.675559,60.9,62.0,2400030464,2400033792,369,False,,
04290e6ccde316eb,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 16, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 32, 60, 80]]",2.022,2179,0.9087,5.23846,3.767095,3.423093,61.5,63.1,2400033792,2400033792,385,False,,
58db6d670a6061c2,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 16, 60, 80]]",2.021,1569,1.2618,5.773481,4.302115,5.42829,64.2,62.6,2400023808,2400033792,391,False,,
