config_id,class,config_json,input_kind,input_shapes,window_s,N_calls,t_per_call_ms,P_mean_W,P_delta_W,E_per_call_mJ,temp_start_C,temp_end_C,freq_start_MHz,freq_end_MHz,samples_used,SKIPPED,skip_reason,error
c000f8a61b6a18d8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 3, ""kernel_size"": [3, 3], ""out_channels"": 16, ""padding"": [1, 1], ""stride"": [2, 2]}",tensor,"[[1, 3, 480, 640]]",3.034,244,12.1594,4.40597,2.984238,36.286639,57.1,60.4,2400023808,2400017408,404,False,,
721d05975fd0a302,SiLU,"{""class"": ""SiLU""}",tensor,"[[1, 16, 240, 320]]",3.022,1516,1.965,5.129834,3.708103,7.28634,60.4,63.1,2400017408,2400027136,543,False,,
5598c54d1a5113dd,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [2, 2]}",tensor,"[[1, 16, 240, 320]]",3.028,394,7.5753,4.171398,2.749666,20.829655,63.1,61.5,2400023808,2400023808,420,False,,
a06d1c13113d6cb6,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [1, 1], ""out_channels"": 32, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 32, 120, 160]]",3.026,605,4.9323,3.872205,2.450473,12.086591,60.9,60.9,2400020480,2400023808,494,False,,
766b4948e73bfddf,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 48, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 48, 120, 160]]",3.031,243,12.2911,4.603833,3.182101,39.111664,60.4,60.4,2400023808,2400020480,480,False,,
e934310951000623,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [3, 3], ""out_channels"": 8, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 16, 120, 160]]",3.026,1523,1.9545,4.989519,3.567787,6.973387,60.4,62.6,2400030464,2400023808,561,False,,
ffc6121a7de1ac0e,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 8, ""kernel_size"": [3, 3], ""out_channels"": 16, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 8, 120, 160]]",3.023,1236,2.4095,4.144052,2.72232,6.559502,62.6,62.6,2400033792,2400033792,570,False,,
d33f342ed0013fe8,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [3, 3], ""out_channels"": 64, ""padding"": [1, 1], ""stride"": [2, 2]}",tensor,"[[1, 64, 60, 80]]",3.021,1534,1.9411,5.269792,3.84806,7.469449,62.0,64.2,2400023808,2400017408,554,False,,
8509c678becabfbf,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 64, ""kernel_size"": [1, 1], ""out_channels"": 64, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 64, 15, 20]]",3.021,36386,0.0819,4.998526,3.576794,0.292787,62.6,63.7,2400020480,2400030464,726,False,,
74724123eebe9ad5,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 96, ""kernel_size"": [1, 1], ""out_channels"": 128, ""padding"": [0, 0], ""stride"": [1, 1]}",tensor,"[[1, 96, 60, 80]]",3.027,538,5.5428,4.479605,3.057874,16.949227,63.1,62.6,2400033792,2400033792,529,False,,
04290e6ccde316eb,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 32, ""kernel_size"": [3, 3], ""out_channels"": 16, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 32, 60, 80]]",3.022,2928,1.0176,5.052022,3.63029,3.694285,62.0,64.2,2400033792,2400027136,573,False,,
58db6d670a6061c2,Conv2d,"{""class"": ""Conv2d"", ""dilation"": [1, 1], ""groups"": 1, ""in_channels"": 16, ""kernel_size"": [3, 3], ""out_channels"": 32, ""padding"": [1, 1], ""stride"": [1, 1]}",tensor,"[[1, 16, 60, 80]]",3.023,2053,1.4506,5.089166,3.667434,5.319963,64.2,64.2,2400027136,2400023808,583,False,,
